run_id,track,context,fold_id,tier_group,feature_name,mean_abs_shap,mean_signed_shap,rank,n_obs
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_int_temp_x_season__herfst,0.019549983527405824,0.013388578058778097,12,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_event_scale_is_large,0.018265754681744555,0.008582780406782694,13,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_parking_id__p_veemarkt,0.017991277786835135,0.005880932985262386,14,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_int_temp_x_season__zomer,0.017703900912280565,-0.017703900912280565,15,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_capacity_bucket__large,0.017472111463430688,0.017472111463430688,16,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_sun_duration_ratio,0.014027780615030563,0.009082166461011582,17,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_sun_intensity_log1p,0.01382184381775707,-0.007963298917642537,18,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_parking_id__p_tinel,0.013647367602289056,-0.013647367602289056,19,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_parking_id__p_grote_markt,0.01171839292452657,0.00040628502647079175,20,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_is_school_vacation,0.011056109213915557,0.0026869428766882093,21,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_int_temp_x_season__winter,0.010885621293521197,-0.004936592884343096,22,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_log_total_capacity,0.010408096682791078,0.00937453464469666,23,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_hour_sin,0.009475100655961381,-0.00013262872158009147,24,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_hour_cos,0.008370868877570228,0.0011372944258132157,25,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_capacity_bucket__small,0.007902899074189867,0.0028532931950608484,26,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_int_event_x_tier_centrum,0.007358709925204539,-0.0057041248945787085,27,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_int_wind_x_season__zomer,0.006722305193536824,-0.006722305193536824,28,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_int_holiday_x_tier_centrum,0.006594606535469904,0.005628262156588154,29,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_parking_id__p_lamot,0.00634260984155321,-0.0025723932023595008,30,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_wind_speed_ms,0.006140772328138319,0.0015006952933663172,31,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_temp_c,0.0058895412734918905,-0.003926034059983091,32,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_is_other_holiday,0.005856751257178747,-0.0038465019532042434,33,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_n_concurrent_events,0.005630184014368549,-0.0027863770340721436,34,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_day_class_5__weekend_regular,0.004771975866230433,-0.0003472139429438646,35,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_n_concurrent_events_capped,0.003675148949142068,0.0016923883239703718,36,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_is_event_day,0.003675148706342484,0.0016923882121619841,37,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_day_class_5__event_day,0.003675148246478004,0.0016923880003969119,38,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_weekday_sin,0.0034172607782340498,0.0002532275226687469,39,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_is_kermis_day,0.0033123019990004836,-0.002153514317836227,40,6479
